"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Product Category","Status"
"shorts-linho-preto","Shorts Linho Preto","<h2>Shorts Linho Preto</h2>
<p>Peça streetwear shorts linho preto, com caimento moderno e tecido confortável para o dia a dia urbano.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido de alta qualidade</li>
<li>Caimento moderno</li>
<li>Conforto para uso diário</li>
<li>Estilo streetwear autêntico</li>
</ul>","Deroche","Vestuário e acessórios > Roupas","Streetwear","Streetwear, Preto, Masculino","TRUE","Tamanho","M","","","2828282821-M","220","shopify","3","deny","manual","119.90","","TRUE","TRUE","","1","Shorts Linho Preto","FALSE","Shorts Linho Preto | Deroche Mantos","Compre Shorts Linho Preto na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas","active"
"shorts-linho-preto","","","","","","","","Tamanho","G","","","2828282821-G","220","shopify","3","deny","manual","119.90","","TRUE","TRUE","","","","","","","",""
"shorts-linho-preto","","","","","","","","Tamanho","GG","","","2828282821-GG","220","shopify","3","deny","manual","119.90","","TRUE","TRUE","","","","","","","",""
"sport-branca-2024","Sport Branca 2024","<h2>Sport Branca 2024</h2>
<p>Camisa inspirada no uniforme do Sport temporada 2024. Confeccionada em tecido Dry Fit Premium, com excelente acabamento. Ideal para torcedores e colecionadores.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido Dry Fit Premium</li>
<li>Costura reforçada</li>
<li>Escudo bordado</li>
<li>Alta respirabilidade</li>
<li>Excelente acabamento</li>
</ul>","Deroche","Vestuário e acessórios > Roupas > Camisas e blusas","Camisas Futebol","Sport, Camisa Sport, 2024, Camisas Futebol, Branca, Masculino, Futebol, Brasileirão","TRUE","Tamanho","M","","","29193928-M","200","shopify","1","deny","manual","129.90","","TRUE","TRUE","","1","Sport Branca 2024","FALSE","Sport Branca 2024 | Deroche Mantos","Compre Sport Branca 2024 na Deroche Mantos. Tecido premium, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas > Camisas e blusas","active"
"sport-recife-vermelha-2024","Sport Recife Vermelha 2024","<h2>Sport Recife Vermelha 2024</h2>
<p>Camisa inspirada no uniforme do Sport Recife temporada 2024. Confeccionada em tecido Dry Fit Premium, com excelente acabamento. Ideal para torcedores e colecionadores.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido Dry Fit Premium</li>
<li>Costura reforçada</li>
<li>Escudo bordado</li>
<li>Alta respirabilidade</li>
<li>Excelente acabamento</li>
</ul>","Deroche","Vestuário e acessórios > Roupas > Camisas e blusas","Camisas Futebol","Sport Recife, Camisa Sport Recife, 2024, Camisas Futebol, Vermelha, Masculino, Futebol, Brasileirão","TRUE","Tamanho","G","","","293919282-G","200","shopify","1","deny","manual","129.90","","TRUE","TRUE","","1","Sport Recife Vermelha 2024","FALSE","Sport Recife Vermelha 2024 | Deroche Mantos","Compre Sport Recife Vermelha 2024 na Deroche Mantos. Tecido premium, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas > Camisas e blusas","active"
"sport-vermelha-preta-2022","Sport Vermelha/Preta 2022","<h2>Sport Vermelha/Preta 2022</h2>
<p>Camisa inspirada no uniforme do Sport temporada 2022. Confeccionada em tecido Dry Fit Premium, com excelente acabamento. Ideal para torcedores e colecionadores.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido Dry Fit Premium</li>
<li>Costura reforçada</li>
<li>Escudo bordado</li>
<li>Alta respirabilidade</li>
<li>Excelente acabamento</li>
</ul>","Deroche","Vestuário e acessórios > Roupas > Camisas e blusas","Camisas Futebol","Sport, Camisa Sport, 2022, Camisas Futebol, Preta, Masculino, Futebol, Brasileirão","TRUE","Tamanho","P","","","192837272-P","200","shopify","2","deny","manual","129.90","","TRUE","TRUE","","1","Sport Vermelha/Preta 2022","FALSE","Sport Vermelha/Preta 2022 | Deroche Mantos","Compre Sport Vermelha/Preta 2022 na Deroche Mantos. Tecido premium, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas > Camisas e blusas","active"
"sport-vermelha-preta-2022","","","","","","","","Tamanho","G","","","192837272-G","200","shopify","1","deny","manual","129.90","","TRUE","TRUE","","","","","","","",""
"sao-paulo-branca-2025","São Paulo Branca 2025","<h2>São Paulo Branca 2025</h2>
<p>Camisa inspirada no uniforme do São Paulo temporada 2025. Confeccionada em tecido Dry Fit Premium, com excelente acabamento. Ideal para torcedores e colecionadores.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido Dry Fit Premium</li>
<li>Costura reforçada</li>
<li>Escudo bordado</li>
<li>Alta respirabilidade</li>
<li>Excelente acabamento</li>
</ul>","Deroche","Vestuário e acessórios > Roupas > Camisas e blusas","Camisas Futebol","São Paulo, Camisa São Paulo, 2025, Camisas Futebol, Branca, Masculino, Futebol, Brasileirão","TRUE","Tamanho","G","","","1838182838282-G","200","shopify","1","deny","manual","149.90","","TRUE","TRUE","","1","São Paulo Branca 2025","FALSE","São Paulo Branca 2025 | Deroche Mantos","Compre São Paulo Branca 2025 na Deroche Mantos. Tecido premium, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas > Camisas e blusas","active"
"sao-paulo-goleiro-2025","São Paulo Goleiro 2025","<h2>São Paulo Goleiro 2025</h2>
<p>Camisa inspirada no uniforme do São Paulo temporada 2025. Confeccionada em tecido Dry Fit Premium, com excelente acabamento. Ideal para torcedores e colecionadores.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido Dry Fit Premium</li>
<li>Costura reforçada</li>
<li>Escudo bordado</li>
<li>Alta respirabilidade</li>
<li>Excelente acabamento</li>
</ul>","Deroche","Vestuário e acessórios > Roupas > Camisas e blusas","Camisas Futebol","São Paulo, Camisa São Paulo, 2025, Camisas Futebol, Masculino, Futebol, Brasileirão","TRUE","Tamanho","P","","","283828281-P","200","shopify","2","deny","manual","134.90","","TRUE","TRUE","","1","São Paulo Goleiro 2025","FALSE","São Paulo Goleiro 2025 | Deroche Mantos","Compre São Paulo Goleiro 2025 na Deroche Mantos. Tecido premium, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas > Camisas e blusas","active"
"sao-paulo-tricolor-2025","São Paulo Tricolor 2025","<h2>São Paulo Tricolor 2025</h2>
<p>Camisa inspirada no uniforme do São Paulo temporada 2025. Confeccionada em tecido Dry Fit Premium, com excelente acabamento. Ideal para torcedores e colecionadores.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido Dry Fit Premium</li>
<li>Costura reforçada</li>
<li>Escudo bordado</li>
<li>Alta respirabilidade</li>
<li>Excelente acabamento</li>
</ul>","Deroche","Vestuário e acessórios > Roupas > Camisas e blusas","Camisas Futebol","São Paulo, Camisa São Paulo, 2025, Camisas Futebol, Tricolor, Masculino, Futebol, Brasileirão","TRUE","Tamanho","G","","","192929191911111-G","200","shopify","1","deny","manual","149.90","","TRUE","TRUE","","1","São Paulo Tricolor 2025","FALSE","São Paulo Tricolor 2025 | Deroche Mantos","Compre São Paulo Tricolor 2025 na Deroche Mantos. Tecido premium, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas > Camisas e blusas","active"
"taca-copa-do-mundo-36cm","Taça Copa do Mundo 36cm","<h2>Taça Copa do Mundo 36cm</h2>
<p>Taça Copa do Mundo 36cm, produto de qualidade Deroche Mantos, pronto para uso diário.</p>
<h3>Diferenciais</h3>
<ul>
<li>Alta qualidade</li>
<li>Bom custo-benefício</li>
<li>Pronta entrega</li>
</ul>","Deroche","Vestuário e acessórios > Acessórios de vestuário","Acessórios","Acessórios, Masculino","TRUE","Title","Default Title","","","1939193821","150","shopify","1","deny","manual","380.00","","TRUE","TRUE","","1","Taça Copa do Mundo 36cm","FALSE","Taça Copa do Mundo 36cm | Deroche Mantos","Compre Taça Copa do Mundo 36cm na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário","active"
"tornozeleira-compressora-p-esportes","Tornozeleira Compressora p/ Esportes","<h2>Tornozeleira Compressora p/ Esportes</h2>
<p>Tornozeleira Compressora p/ Esportes, acessório de treino para melhorar performance e proteção durante os exercícios.</p>
<h3>Diferenciais</h3>
<ul>
<li>Material resistente</li>
<li>Ajuste confortável</li>
<li>Ideal para treinos</li>
<li>Proteção articular</li>
</ul>","Deroche","Esportes e ar livre > Equipamentos esportivos > Equipamentos de fitness","Academia","Academia, Masculino","TRUE","Title","Default Title","","","2928282822","100","shopify","7","deny","manual","49.90","","TRUE","TRUE","","1","Tornozeleira Compressora p/ Esportes","FALSE","Tornozeleira Compressora p/ Esportes | Deroche Mantos","Compre Tornozeleira Compressora p/ Esportes na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Esportes e ar livre > Equipamentos esportivos > Equipamentos de fitness","active"
"tenis-adidas-samba-branco","Tênis Adidas Samba Branco","<h2>Tênis Adidas Samba Branco</h2>
<p>Tênis Adidas Samba Branco, conforto e estilo para o dia a dia, com solado resistente e acabamento premium.</p>
<h3>Diferenciais</h3>
<ul>
<li>Solado resistente</li>
<li>Conforto no uso diário</li>
<li>Acabamento premium</li>
<li>Design atual</li>
</ul>","Adidas","Vestuário e acessórios > Calçados","Calçados","Calçados, Branco, Masculino","TRUE","Tamanho","37","","","193828182-37","900","shopify","1","deny","manual","249.90","","TRUE","TRUE","","1","Tênis Adidas Samba Branco","FALSE","Tênis Adidas Samba Branco | Deroche Mantos","Compre Tênis Adidas Samba Branco na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Calçados","active"
"tenis-air-force-1-jeans-glitter","Tênis Air Force 1 Jeans Glitter","<h2>Tênis Air Force 1 Jeans Glitter</h2>
<p>Tênis Air Force 1 Jeans Glitter, conforto e estilo para o dia a dia, com solado resistente e acabamento premium.</p>
<h3>Diferenciais</h3>
<ul>
<li>Solado resistente</li>
<li>Conforto no uso diário</li>
<li>Acabamento premium</li>
<li>Design atual</li>
</ul>","Deroche","Vestuário e acessórios > Calçados","Calçados","Calçados, Jeans, Masculino","TRUE","Tamanho","35","","","19381828181-35","900","shopify","1","deny","manual","397.00","","TRUE","TRUE","","1","Tênis Air Force 1 Jeans Glitter","FALSE","Tênis Air Force 1 Jeans Glitter | Deroche Mantos","Compre Tênis Air Force 1 Jeans Glitter na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Calçados","active"
"tenis-crocs-mate","Tênis Crocs Mate","<h2>Tênis Crocs Mate</h2>
<p>Tênis Crocs Mate, conforto e estilo para o dia a dia, com solado resistente e acabamento premium.</p>
<h3>Diferenciais</h3>
<ul>
<li>Solado resistente</li>
<li>Conforto no uso diário</li>
<li>Acabamento premium</li>
<li>Design atual</li>
</ul>","Crocs","Vestuário e acessórios > Calçados","Calçados","Calçados, Mate, Masculino","TRUE","Tamanho","35","","","19191919191-35","900","shopify","1","deny","manual","249.90","","TRUE","TRUE","","1","Tênis Crocs Mate","FALSE","Tênis Crocs Mate | Deroche Mantos","Compre Tênis Crocs Mate na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Calçados","active"
"tenis-crocs-mate","","","","","","","","Tamanho","37","","","19191919191-37","900","shopify","1","deny","manual","249.90","","TRUE","TRUE","","","","","","","",""
"tenis-crocs-mate","","","","","","","","Tamanho","39","","","19191919191-39","900","shopify","1","deny","manual","249.90","","TRUE","TRUE","","","","","","","",""
"tenis-crocs-mate","","","","","","","","Tamanho","45","","","19191919191-45","900","shopify","1","deny","manual","249.90","","TRUE","TRUE","","","","","","","",""
"tenis-crocs-mcqueen","Tênis Crocs McQueen","<h2>Tênis Crocs McQueen</h2>
<p>Tênis Crocs McQueen, conforto e estilo para o dia a dia, com solado resistente e acabamento premium.</p>
<h3>Diferenciais</h3>
<ul>
<li>Solado resistente</li>
<li>Conforto no uso diário</li>
<li>Acabamento premium</li>
<li>Design atual</li>
</ul>","Crocs","Vestuário e acessórios > Calçados","Calçados","Calçados, Masculino","TRUE","Tamanho","39","","","357853358-39","900","shopify","1","deny","manual","250.00","","TRUE","TRUE","","1","Tênis Crocs McQueen","FALSE","Tênis Crocs McQueen | Deroche Mantos","Compre Tênis Crocs McQueen na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Calçados","active"
"tenis-crocs-mcqueen","","","","","","","","Tamanho","40","","","357853358-40","900","shopify","3","deny","manual","250.00","","TRUE","TRUE","","","","","","","",""
"tenis-crocs-mcqueen","","","","","","","","Tamanho","41","","","357853358-41","900","shopify","1","deny","manual","250.00","","TRUE","TRUE","","","","","","","",""
"tenis-nike-dunk-prata","Tênis Nike Dunk Prata","<h2>Tênis Nike Dunk Prata</h2>
<p>Tênis Nike Dunk Prata, conforto e estilo para o dia a dia, com solado resistente e acabamento premium.</p>
<h3>Diferenciais</h3>
<ul>
<li>Solado resistente</li>
<li>Conforto no uso diário</li>
<li>Acabamento premium</li>
<li>Design atual</li>
</ul>","Nike","Vestuário e acessórios > Calçados","Calçados","Calçados, Prata, Masculino","TRUE","Tamanho","37","","","192929382-37","900","shopify","1","deny","manual","399.90","","TRUE","TRUE","","1","Tênis Nike Dunk Prata","FALSE","Tênis Nike Dunk Prata | Deroche Mantos","Compre Tênis Nike Dunk Prata na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Calçados","active"
"tenis-vans-knu-preto","Tênis Vans Knu Preto","<h2>Tênis Vans Knu Preto</h2>
<p>Tênis Vans Knu Preto, conforto e estilo para o dia a dia, com solado resistente e acabamento premium.</p>
<h3>Diferenciais</h3>
<ul>
<li>Solado resistente</li>
<li>Conforto no uso diário</li>
<li>Acabamento premium</li>
<li>Design atual</li>
</ul>","Vans","Vestuário e acessórios > Calçados","Calçados","Calçados, Preto, Masculino","TRUE","Tamanho","35","","","2828282822817171-35","900","shopify","1","deny","manual","299.90","","TRUE","TRUE","","1","Tênis Vans Knu Preto","FALSE","Tênis Vans Knu Preto | Deroche Mantos","Compre Tênis Vans Knu Preto na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Calçados","active"
"vasco-preta-2026","Vasco Preta 2026","<h2>Vasco Preta 2026</h2>
<p>Camisa inspirada no uniforme do Vasco temporada 2026. Confeccionada em tecido Dry Fit Premium, com excelente acabamento. Ideal para torcedores e colecionadores.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido Dry Fit Premium</li>
<li>Costura reforçada</li>
<li>Escudo bordado</li>
<li>Alta respirabilidade</li>
<li>Excelente acabamento</li>
</ul>","Deroche","Vestuário e acessórios > Roupas > Camisas e blusas","Camisas Futebol","Vasco, Camisa Vasco, 2026, Camisas Futebol, Preta, Masculino, Futebol, Brasileirão","TRUE","Tamanho","P","","","19299229382828-P","200","shopify","5","deny","manual","160.00","","TRUE","TRUE","","1","Vasco Preta 2026","FALSE","Vasco Preta 2026 | Deroche Mantos","Compre Vasco Preta 2026 na Deroche Mantos. Tecido premium, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas > Camisas e blusas","active"
"vasco-preta-2026","","","","","","","","Tamanho","M","","","19299229382828-M","200","shopify","4","deny","manual","160.00","","TRUE","TRUE","","","","","","","",""
"vasco-preta-2026","","","","","","","","Tamanho","G","","","19299229382828-G","200","shopify","3","deny","manual","160.00","","TRUE","TRUE","","","","","","","",""
"oculos-casual","Óculos Casual","<h2>Óculos Casual</h2>
<p>Óculos Casual com proteção UV400, lentes de alta definição e armação resistente para uso esportivo ou casual.</p>
<h3>Diferenciais</h3>
<ul>
<li>Proteção UV400</li>
<li>Lentes de alta definição</li>
<li>Armação resistente</li>
<li>Design esportivo</li>
</ul>","Deroche","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","Óculos","Óculos, Masculino","TRUE","Title","Default Title","","","18281828328","150","shopify","1","deny","manual","99.90","","TRUE","TRUE","","1","Óculos Casual","FALSE","Óculos Casual | Deroche Mantos","Compre Óculos Casual na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","active"
"oculos-casual-feminino","Óculos Casual Feminino","<h2>Óculos Casual Feminino</h2>
<p>Óculos Casual Feminino com proteção UV400, lentes de alta definição e armação resistente para uso esportivo ou casual.</p>
<h3>Diferenciais</h3>
<ul>
<li>Proteção UV400</li>
<li>Lentes de alta definição</li>
<li>Armação resistente</li>
<li>Design esportivo</li>
</ul>","Deroche","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","Óculos","Óculos, Feminino","TRUE","Title","Default Title","","","28281828282","150","shopify","9","deny","manual","59.90","","TRUE","TRUE","","1","Óculos Casual Feminino","FALSE","Óculos Casual Feminino | Deroche Mantos","Compre Óculos Casual Feminino na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Acessórios de vestuário > Óculos de sol","active"
